Subject,bpm,sdnn,rmssd,pnn50,hr_mad,lf,hf,lf/hf,p_total,lf_nu,hf_nu,mean_eda,mean_tonic,scr_peak_count,scr_sum_amp,scr_mean_amp,scr_mean_risetime,scr_mean_recoverytime
1,-0.31475792988823686,-0.18606344792393006,-0.14218111906910205,-0.4395231768962594,-0.22095571120097532,4.506155113546528,19.536300718108972,-0.43980529991209083,24.482647155179794,-0.40925023459649396,-0.31523153257773207,-0.44029149823085656,-0.4402944529481708,-0.43083727073183087,-0.4391756002170172,-0.4399881788628374,-0.4394897695648578,-0.4396066952247636
1,-0.31079808604932024,-0.226073810757526,-0.1126616539849406,-0.4395231768962594,-0.26967473616171245,-0.4401913235242924,9.296057790973304,-0.4401913235242924,9.296057790973304,-0.4401913235242924,-0.2842904436499336,-0.44019187838487606,-0.4401916351262327,-0.43239627953057447,-0.4383516471028138,-0.4398233882399967,-0.4394897695648578,0.0
1,-0.2976533762105929,-0.13894644683677695,0.04564858169715431,-0.43974589243893714,-0.1722366862402382,-0.4401913235242924,18.574269262234335,-0.4401913235242924,18.574269262234335,-0.4401913235242924,-0.2842904436499336,-0.4402016017653075,-0.4401993805934661,-0.43083727073183087,-0.4390827008390464,-0.4400065530767514,-0.4388271908253918,-0.4390220669252347
1,-0.29921972727997426,-0.2132654709885716,-0.10196608110745004,-0.43974589243893714,-0.2453152236813439,-0.4401913235242924,5.242914265779744,-0.4401913235242924,5.242914265779744,-0.4401913235242924,-0.2842904436499336,-0.44019254063391267,-0.44019283055147507,-0.4261602443356001,-0.43998036187681544,-0.4401678833412394,-0.43837247992575823,-0.43876223212544413
1,-0.2830432366109387,-0.19707170092703663,-0.11519489124532221,-0.43964567044473213,-0.29403424864208105,-0.4401913235242924,12.541570771765919,-0.4401913235242924,12.541570771765919,-0.4401913235242924,-0.2842904436499336,-0.440189708957349,-0.4401894375933523,-0.4230422267381129,-0.4399306938666027,-0.4401676299190479,-0.4388449068344684,-0.4379015293511378
1,-0.31335670938922083,-0.21971418482007546,-0.15563474939527477,-0.4396066952247636,-0.22095571120097532,2.2543181414921287,4.7876240256958305,-0.4393877825260655,7.482133490712251,-0.3871669391073642,-0.3373148280668618,-0.44020900561121057,-0.4402078971823632,-0.4230422267381129,-0.4397183344898217,-0.4401483245211587,-0.4389866349070815,-0.43853487667562735
2,-0.256594432679349,-0.27811813880341674,-0.2714353679252872,-0.3543715064992521,-0.31571968129181627,0.6759611713797298,0.7530350525955619,-0.3533902355481878,1.7835424499255066,-0.2946631471092819,-0.2901843618842723,-0.3545288819918711,-0.35452848130045983,-0.3098180465037397,-0.3541881305095979,-0.35453599465191155,-0.3538983773193433,-0.35375774842792124
2,-0.257887672076224,-0.2541184680460456,-0.2550151638747512,-0.35427012607708847,-0.2768931366334177,1.042360474379539,1.2911572243247866,-0.3534916094991179,2.6880639246545406,-0.29750356039734893,-0.28734394859620527,-0.3545211111211855,-0.3545209877004974,-0.35081887766300857,-0.3530513251013733,-0.3540479256672677,-0.3541320761405253,-0.35299316416387894
2,-0.26045446408291983,-0.25312075325464173,-0.2686065506359772,-0.3543422417155916,-0.2865997727980173,2.01675931655363,0.7053205064111935,-0.3517664168218849,4.873828355343478,-0.2686797353920519,-0.3161677736015023,-0.35450104902848745,-0.3545012563808874,-0.3483339788048711,-0.35233581763156785,-0.35410414428648546,-0.3539871237071339,-0.35299316416387894
2,-0.26214998671805956,-0.28433593229379717,-0.29115798707850943,-0.35437419449080537,-0.3060130451272166,1.1829275092045033,0.0732950793164805,-0.3500814084093735,1.957910198751883,-0.25734891533269766,-0.3274985936608566,-0.35453671769070083,-0.3545369630015558,-0.3483339788048711,-0.35376341298461433,-0.35438966335709476,-0.3539871237071339,-0.34678091701853514
2,-0.2602392414184374,-0.2432541138946883,-0.24973253216604777,-0.3542977360644011,-0.31571968129181627,82149807.44979973,1241539306.7818282,-0.3544640159217301,1323689114.586174,-0.34683542885650387,-0.23801208013705033,-0.35454321484087997,-0.3545432606337767,-0.3085755970746709,-0.3542795032757978,-0.35453901722928466,-0.3540341353071527,-0.35364027324151887
2,-0.2561024804723427,-0.21703049757383233,-0.19540474933943805,-0.3542751460747817,-0.31571968129181627,2.9162861186314344,5.673144962192474,-0.35387203020058866,8.943977306774125,-0.31084204254084685,-0.27400546645270735,-0.35445810749311935,-0.3544582332063903,-0.35081887766300857,-0.3536211625675107,-0.35423787148931346,-0.35195778963965496,-0.3528378579852453
3,-0.29415516526247265,-0.2790082165639918,-0.2153810734844628,-0.41180809648345595,-0.36770474861939584,-0.25269794627016284,6.698586856003332,-0.4119430272651878,6.857863669789092,-0.4088710051932908,-0.27341447832166843,-0.41179004954807563,-0.4117886353772364,-0.4020582774941408,-0.41085920370261747,-0.4118153948625935,-0.4103557424948156,-0.4094248073971789
3,-0.29595795662491814,-0.2967004878310684,-0.2911964501453773,-0.41184597456810756,-0.36770474861939584,0.16662809722688143,0.044610733474979125,-0.410179538404983,0.6232135907577835,-0.3327937914092565,-0.3494916921057027,-0.4121798272233339,-0.4121800682326551,-0.4020582774941408,-0.41094639591328186,-0.4118278508926884,-0.4105075253911694,-0.40822066308610544
3,-0.2996697099641933,-0.35775250932251323,-0.36108487375863013,-0.4118735714583537,-0.36770474861939584,0.5207059922322029,0.03173930920510032,-0.4089970018693185,0.9644200614932261,-0.31597954258144423,-0.36630594093351493,-0.4122374421377554,-0.4122368473476921,-0.3822253123705767,-0.41150360817270604,-0.4119523242519602,-0.4110303331452769,-0.4113057909942154
