Subject,bpm,rmssd,pnn50,hr_mad,lf/hf,scr_peak_count
1,81.8360655737705,183.81801462315929,0.4,132.8125,0.06297656250005874,8
1,82.7816411682893,198.8942414220013,0.3,125.0,0.12289949847818034,9
1,95.50600343053173,209.19418498431068,0.32142857142857145,109.375,0.030641421330424856,15
1,83.66641622839971,178.51910505751397,0.35714285714285715,125.0,2.3513070662723603,13
2,78.580079348507,76.8746594997069,0.18556701030927836,46.875,0.12038658435148851,3
2,75.44506816359262,68.91600740053741,0.15463917525773196,46.875,2.410456686398665,5
2,74.54025337147527,70.96513017530421,0.1595744680851064,31.25,1.5242832313203234,5
2,79.86863711001642,130.90231727004175,0.22666666666666666,39.0625,0.5581139479097017,4
3,83.1054620405359,107.24818711340954,0.11290322580645161,31.25,0.35780757941271024,9
3,81.280868385346,105.5391855352388,0.09090909090909091,31.25,0.9891140385089043,30
3,86.64615384615385,175.66836653193994,0.16923076923076924,39.0625,0.08777924436963759,4
3,100.6113537117904,204.01880636121908,0.3018867924528302,109.375,0.2730752257115182,5
4,81.59754224270353,133.15392806617166,0.23170731707317074,46.875,0.8156163303919471,12
4,80.33898305084746,116.85985178809656,0.20512820512820512,46.875,0.17916474142123057,42
4,80.24697221562575,121.35489892976251,0.21839080459770116,46.875,0.3575584917000515,47
4,77.05041384499624,113.57498881991157,0.17721518987341772,31.25,1.4338611408653315,38
6,67.5094181665969,65.9353319320374,0.10843373493975904,31.25,0.7276221179568396,53
6,67.25736657737482,63.44614942207364,0.16666666666666666,31.25,1.1272025326993143,26
6,70.33865814696486,79.92413682398343,0.18823529411764706,31.25,0.5024790595840711,12
6,71.68265491314493,71.16922311408192,0.18309859154929578,39.0625,0.8557442425641422,4
8,75.74983187626093,84.85720553058397,0.27586206896551724,46.875,0.6361828256259707,10
8,77.90363482671175,71.97861524530448,0.2,46.875,0.48919397848737817,12
8,79.41141379996023,61.775227247306105,0.13592233009708737,31.25,1.9166595718717145,10
8,85.4319560820572,117.96616305110547,0.23684210526315788,62.5,0.2336019248403934,15
9,90.42269832078749,40.05077323827183,0.06611570247933884,15.625,0.6241658275169489,14
9,89.56937799043061,43.787507013692135,0.034482758620689655,15.625,0.2901986823856625,16
9,89.98787878787878,44.242184890814826,0.06956521739130435,15.625,0.33965316932821027,20
9,92.00387221684414,59.99857167730184,0.14285714285714285,31.25,1.4507417253844894,25
