Subject,bpm,rmssd,pnn50,hr_mad,lf/hf,scr_peak_count
1,62.46647614860409,58.49199211963367,0.136986301369863,39.0625,0.9537888188400135,17
1,63.84039900249377,67.652524874061,0.12658227848101267,46.875,1.0863704128331209,17
1,67.90851214336242,86.00465742024076,0.12162162162162163,62.5,1.049083502566679,18
1,68.74680306905371,62.81423023615979,0.14516129032258066,62.5,0.49277634638650725,15
2,71.43179255918827,54.69888729840556,0.10204081632653061,46.875,1.227310098365077,74
2,74.25,58.271328045565234,0.09183673469387756,46.875,0.7443014872998192,78
2,77.11156186612577,64.84749574256227,0.10204081632653061,62.5,2.1734844292100846,26
2,85.4045037531276,111.29363743798302,0.189873417721519,54.6875,2.2631686044659447,22
3,81.92370276622673,50.08173074359056,0.1282051282051282,31.25,0.5893420018184762,35
3,85.12881965248653,51.95058841210209,0.1,31.25,0.6749843831886114,36
3,93.32542975696504,118.13212386252778,0.1111111111111111,31.25,0.43888498559551825,40
3,111.57894736842104,157.4771522652633,0.1346153846153846,62.5,0.6713736731504415,22
4,72.31905465288035,51.21229142810182,0.09900990099009901,31.25,0.22598527868180296,52
4,73.52417061611374,66.78659460363285,0.13,31.25,0.19238984708443502,56
4,80.61068702290076,76.61161741843979,0.1836734693877551,78.125,0.6307196262826344,4
4,90.3321033210332,66.90827454784869,0.10891089108910891,62.5,0.13268680750826395,4
6,101.28015439047925,128.3313792540023,0.2962962962962963,93.75,2.5293401896176264,11
6,110.45199850579006,129.59284354733563,0.25,46.875,1.2239406607445646,70
6,89.98100063331223,148.9183137479086,0.2328767123287671,132.8125,3.3274020484552387,48
6,84.76468138275719,167.68550021744002,0.3076923076923077,62.5,0.13148947288368262,6
8,79.24098671726756,81.25978250590495,0.19767441860465115,31.25,0.2575155882057196,9
8,81.33951987088965,62.650060240010326,0.15384615384615385,31.25,0.7897508236067847,12
8,82.89109871452827,104.94794603917177,0.2159090909090909,46.875,1.353506779673957,11
8,85.36720921000398,134.9551430105574,0.2727272727272727,70.3125,0.4627728121866881,7
9,85.2863436123348,41.438175585241844,0.05,31.25,0.27294084664797946,19
9,87.15216104203671,78.5760008602131,0.07017543859649122,31.25,0.3259903657697433,16
9,90.44160942100098,79.246156926409,0.1092436974789916,31.25,0.24643564388879638,17
9,96.28599801390268,81.63969048508207,0.15,15.625,1.5210602201179166,6
