Subject,bpm,sdnn,rmssd,pnn50,hr_mad,lf,hf,lf/hf,p_total,lf_nu,hf_nu,mean_eda,mean_tonic,scr_peak_count,scr_sum_amp,scr_mean_amp,scr_mean_risetime,scr_mean_recoverytime
1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.717457014793877,0.5974611581227406,0.0,1.0,1.0,1.0,1.0
1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2,0.5747509890776819,0.0,0.6311620562418465,0.6658805031446542,0.0,0.0146302521369166,0.31835749973402316,0.0,0.1697074804268618,0.0,1.0,1.0,1.0,0.4878048780487805,0.0,0.17435365237711364,0.5929824561403509,0.2063789868667918
2,0.47085390707411534,0.36876940475256603,0.9889772456252675,1.0,1.0,0.173807779876618,0.5424487720070783,0.0,0.36202870422872035,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2,0.26464135257708943,0.4186423621967448,0.6928052484330245,0.8069088519665824,0.5,0.5971229921595957,0.2984876376058245,0.6078245194104192,0.8267704511049879,0.7332559781233252,0.2667440218766748,1.0,1.0,0.0,1.0,1.0,0.31228070175438605,1.0
3,0.2546068959995722,1.0,1.0,0.5745650372825186,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
3,0.1105249038719478,1.0,0.7664163671303967,0.29193341869398204,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3,0.0,0.0,0.0,0.08601609657947673,0.0,0.18889454251846094,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
3,0.19765522138760794,1.0,1.0,0.8778770182068019,0.0,0.0,1.0,0.0,0.36139563387020046,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.33333333333333304
4,0.7719871385020243,1.0,1.0,0.7479240806642942,1.0,0.9986891630305592,1.0,0.2860262666957793,1.0,0.39051919673492663,0.6094808032650731,0.0,0.0,0.1111111111111111,0.0,0.04960786703409868,0.0,0.2142857142857143
4,0.5749809528030498,0.877543917973296,1.0,1.0,1.0,0.17706667369591023,0.8233413285647782,0.0673048209068502,0.5672884708560211,0.10347330901381646,0.8965266909861835,0.0,0.0,0.1388888888888889,0.0054336570017940455,0.05416570110671452,0.0,0.2142857142857143
4,0.7386580853551239,1.0,1.0,0.7360077644775154,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.11731177528960308,0.18752812454951842,0.7222222222222221,0.10154126550476159,0.015918736444798638,0.006428988895382792,0.3301282051282052
