Subject,bpm,sdnn,rmssd,pnn50,hr_mad,lf,hf,lf/hf,p_total,lf_nu,hf_nu,mean_eda,mean_tonic,scr_peak_count,scr_sum_amp,scr_mean_amp,scr_mean_risetime,scr_mean_recoverytime
1,15.725189588003934,1.2389136053427228,2.819423323299428,7.239099859353022,1.5,-0.09748631326817003,0.34237105786125555,-0.2911418469285718,-0.23110282538336602,-0.2894142332851062,0.2894142332851084,0.48085799282083147,0.46373577197314897,1.2619047619047619,5.07207895916417,3.2703160696229077,-0.21304347826086945,0.16326530612244872
1,18.702937703089823,0.8869684842042656,3.3184972726144655,6.766937669376691,1.1666666666666665,-0.6110827723415304,0.018928687324131666,-0.6640174237090483,-0.4693504637340543,-0.8383987019455328,0.8383987019455352,0.0672044246867661,0.06804181193109232,3.5476190476190483,4.44302904260868,1.522700726593718,-0.46321070234113704,-0.5
1,20.227529946849288,0.3817354975731253,1.6701452338580416,5.480003213774806,0.5,-1.059739538290545,0.5552460843729765,-1.2967344411692823,-0.42561235218981286,-2.2860228617632234,2.286022861763228,0.15889662353444306,0.16922519886148263,-0.26190476190476186,5.070763561644371,4.775808019624257,-0.41168478260869557,-1.279220779220779
1,13.772489567248995,1.7101846098826763,2.441214207125902,6.945023148148147,2.4999999999999996,-0.3504619591375757,2.018430362146482,-1.01340063802671,0.2692539921628161,-1.529840334593379,1.5298403345933824,1.6260648518555498,1.6290262398392938,-4.4523809523809526,2.445486017572096,13.2066985259613,-0.21304347826086945,9.517973098330238
2,0.9431370860071508,1.061874580655183,1.320780307103169,1.3412977278051066,-1.5,-0.4266370886357059,2.6529874141143464,-0.846798310584986,-0.0721524011722614,-1.4294494630486962,1.4294494630486974,0.0027481035416742072,0.0344719767336687,-0.7321428571428571,-1.323109058024373,2.0089776304742206,4.391192795057073,5.1454545454545455
2,1.0099666507020375,1.5072932693010355,2.029054440146722,1.7262471437347797,-1.0,-0.6390822980688601,1.9028086740133414,-0.919137197912817,-0.391196588265342,-1.7347480672115967,1.7347480672115976,0.0016593483269280451,0.005226190249561502,-0.7142857142857142,0.7272164978305007,3.259594619125679,5.921677662582468,3.554545454545454
2,1.800249828302631,2.730192275200607,2.3775710407398725,1.7946825954556103,0.5,-0.5214533840655247,4.494051363368415,-0.9220920106888848,0.3586157776047987,-1.7485112693875424,1.7485112693875438,0.2065041042165221,0.16500484423138967,-0.4107142857142857,-0.8953533948934354,0.15020491405063607,0.25125063437975736,-0.28181818181818175
2,1.5948568605378926,2.628473318157602,1.9380667074600575,1.2366704506549901,-0.5,0.015528756918406272,5.154884520570839,-0.8009535418302745,0.8396323309307205,-1.2629486113247101,1.2629486113247113,-0.5761488575020821,-0.6161264132100335,-0.5357142857142857,0.2251981835436121,0.9272747835910216,0.5481621112158339,0.06727272727272737
3,0.44643813395030385,0.04531056510511178,0.11167392455757219,0.14197530864197505,1.1,1.5466697372022056,1.1949746741220613,-0.21987095538961654,1.0683947281626043,-0.17300876916663643,0.17300876916663643,-4.355830151679601,-3.679703542667271,-1.6085271317829457,12.073426469278049,73.78284838907787,7.459570957095712,10.71408447046909
3,0.4696322100118797,-0.03384519964508115,0.1087731385950903,0.5342935528120711,-0.10000000000000009,0.3171367920470787,0.5975015734811722,-0.8221168913411234,0.3620893221851875,-0.8958963508261473,0.8958963508261464,-2.6929041152139614,-2.5582875920093255,-1.1666666666666665,2.3002148370238515,7.479603555868231,3.5841584158415856,2.4908726191558133
3,0.4310570131408875,0.04044145840206659,0.35961431577639846,-0.029715762273901714,-0.5,0.05254686526255148,0.26334298856623006,-0.7535959674680313,0.07886954608637464,-0.8080245516304947,0.8080245516304938,-9.732386874761541,-9.75937535570292,-1.4844961240310077,8.10913033804186,38.993953247689205,11.82735148514852,5.557939671369772
3,0.41440731520083807,0.16983316791992475,0.5791283298123004,0.9642313546423136,0.7000000000000002,-0.07821225639885032,0.3280258216980254,-1.0578525250623756,0.08709426965098832,-1.214818834050278,1.214818834050277,22.627684061981654,21.826653009088005,-1.4844961240310077,12.564536309605955,56.797327278601394,10.874381188118818,6.06718854041662
4,0.3691907989185008,0.06585083008847592,1.1283226715897974,0.6928400954653939,-0.4999999999999999,-0.4999711113972383,-0.49999962614005083,2.620816428377293,-0.4999999999389787,1.432864129339578,-1.4328641293395774,0.8518206377237445,0.9475055558030581,-0.17307692307692302,14.406500784994858,1.7986725436600395,0.9057971014492754,0.6233278000195293
4,0.3636780870864502,0.05325082986685481,1.3371629538383134,1.3876316158921804,0.0,-0.49998239216194323,-0.4999986277521498,0.8747854932116672,-0.4999999977109186,0.7160446805730248,-0.7160446805730247,0.7821474828166688,0.8876283990862721,-0.11538461538461531,18.295474924532733,2.0283797889263533,1.3115942028985508,-0.27956698120744605
4,0.32884727238654854,-0.19236722264889428,1.0115249613406663,1.745909652931535,-0.16666666666666652,-0.4999994783999352,-0.49999840403978574,-0.46892571285356344,-0.49999999997908207,-0.4590053803204561,0.45900538032045723,-0.6064871600137649,-0.5151720518021141,-0.11538461538461531,20.97010176903229,2.385356251973392,0.46618357487922735,-0.21391682669878165
4,0.14005036341190458,-0.20085336177806656,0.26445439062786225,0.9360171276147689,-0.4999999999999999,-0.4999663301291008,-0.4999983622706791,1.940812214541051,-0.499999999926817,1.2115495758614934,-1.2115495758614931,-6.663302087404268,-7.177483592402178,-0.17307692307692302,16.27419273431408,2.213542718576805,0.17536231884057996,0.6320323071128657
6,-0.6768125544359762,-1.8948124631005867,-0.11874179716559885,0.6916925280496531,-0.13636363636363635,-0.5656601790339708,-0.485616936890224,-0.3200262950871949,-1.2319387278353087,-0.043661799672946255,0.043661799672946366,-1.6691683472603547,-1.475401671304649,-0.4375,4.3207348778802395,1.7981430634992854,1.2424242424242424,-0.3020050125313283
6,-0.6962640928052859,-1.5010761493352023,0.237102496545325,1.178979537602976,-0.13636363636363635,-0.39736922562523735,-0.1582837261776448,-0.39253742315114104,-0.47804071988474295,-0.18470800251288344,0.18470800251288355,3.1494655861946854,3.110845697167718,-0.4375,6.750713732741998,2.8676794139504795,0.7386363636363638,-0.32846003898635473
6,-0.6445186610329863,-1.297247530119594,-0.14303074154454176,1.8244211028885178,-0.31818181818181823,-0.17021555415002076,-0.2990309368614656,-0.17157633043323361,-0.43680863191879715,0.15160672613037363,-0.15160672613037351,-0.9412441927353734,-0.8727330458918826,-0.46875,5.936392487928073,3.2734334300477372,0.4337121212121213,-0.2581453634085213
6,-0.6752092271279411,-1.7692125154310898,-0.0805084119415862,1.3996478873239435,-0.31818181818181823,-0.5943732582830394,-0.4078339024347396,-0.4279285951346868,-1.1366074262364556,-0.2709820897744656,0.2709820897744655,4.422703346339435,4.520459307119023,-0.484375,2.0862354513647356,1.3983889071961668,0.8598484848484846,-0.3295739348370927
8,0.24305442487691664,0.37946265445450744,0.36754325217625183,0.8345588235294121,0.30000000000000004,-0.1131530611236563,-0.28580864000226286,-0.27461682285913,-0.2113446732702542,-0.1474383504994693,0.1474383504994694,1.117960210931146,0.9066041729435108,1.0999999999999999,2.114260751650184,2.0044696313328405,-3.4044776119402993,-0.9558404558404556
8,0.6672292995631146,0.35493393411755725,0.35034858965876636,0.827731092436975,0.30000000000000004,1.0256127759826121,-0.2173699860431646,1.0785443667081862,0.16370555103503814,0.7435171687929321,-0.743517168792932,-0.47304402656496514,-0.5462253134457871,2.9000000000000004,6.079762186084601,4.886304518516958,-3.4480856586632074,-1.3764568764568763
8,1.4294282152395592,1.2820246849573944,1.0555743689888182,0.961460446247465,0.7,1.1775478485727087,0.6208197442810093,0.020454930830202445,0.6539411745879607,0.17009922203519512,-0.1700992220351949,-10.295883928443706,-8.083361360424298,2.0999999999999996,7.053984058385208,8.761561901254597,-3.467164179104479,-1.2994740302432608
8,3.5291117786717336,1.7022223698871202,1.0148900117836006,1.0098039215686279,2.1000000000000005,1.5002995834207207,1.7182070657575204,-0.2417740176087974,1.3541872229169334,-0.10550135436171793,0.10550135436171826,-25.201196280995145,-20.131078909594343,3.3,12.013584572071464,12.021857586950423,-3.3851894374282443,-0.9681130834976988
9,1.3221308834779375,1.3913678026951146,1.3914056046716463,1.5,2.0999999999999996,5.8929127861715624,1.4213317567715897,-0.11252963393054316,1.1385376048202553,0.04716501733908629,-0.047165017339086734,0.3665276806859239,0.36755053387779646,0.326086956521739,1.0193288821931281,-0.010788398389075304,0.33478260869565224,0.4356903965599619
