Subject,bpm,rmssd,pnn50,hr_mad,lf/hf,scr_peak_count
2,1.5147065433022207,1.1051686634391382,2.1987254962097573,-3.3166247903554,-0.9513820513229372,-1.5339299776947408
2,1.9719276673559745,1.0325815809263053,0.28207066272508663,-3.3166247903554,-0.5942362616294748,-1.6106264765794778
2,1.952818324724098,1.7765095490465144,0.7187518155087071,-0.9045340337332909,-0.8805903601757553,-1.5339299776947408
2,1.4910987575443975,1.317930061885673,0.9936335959289581,-0.9045340337332909,-1.5414751896446488,-1.8023677237913205
6,-2.3546337480032626,-3.4450070483945137,-3.27739137056193,-1.8708286933869702,-0.6325478962490724,-0.275262664255562
6,-2.4307581734957218,-2.6350261181379286,-3.928020379826067,-1.8708286933869702,-0.9694614477364595,-0.137631332127781
6,-2.4059242698735717,-3.7857016194887776,-4.577857227147107,-2.6726124191242433,-0.8799985398136531,-0.03440783303194525
6,-2.084448574883834,-2.403229685800507,-2.2019066424105467,-1.8708286933869702,-0.6169676410447363,-0.30967049728750723
8,0.11380472146739237,-0.8720194217849193,-0.6182440519856575,-0.8551861104941366,-0.8962970676863605,-0.39056673294247163
8,0.6214277174761832,-0.7140085040964033,0.03515500148087838,-0.8551861104941366,0.5127411433253924,0.6509445549041194
8,0.5594491348268575,-0.8812651238922639,-0.5996597496308047,-0.8551861104941366,-0.1658905670182936,-0.39056673294247163
8,0.260652433756912,-0.9077695446092038,-0.9699463763698175,-0.8551861104941366,1.1203746679377067,0.6509445549041194
9,2.282307764167049,-0.9069506545327977,-0.6827456263735967,0.5773502691896258,-0.2918046049242612,1.8905706613989794
9,2.996538662375982,-1.1984935443513849,-0.6262554018670661,2.886751345948129,3.60660761443955,2.8856078516089685
9,3.7842249096227656,2.3857439833546064,1.506011207896394,0.5773502691896258,-0.7708640325358039,3.68163760377696
9,2.821205293011703,3.8545737454529445,1.4396391835238547,0.5773502691896258,-0.2091976776641794,2.6866004135669708
