Subject,bpm,rmssd,pnn50,hr_mad,lf/hf,scr_peak_count
2,1.4431370860071508,1.6208817050957842,1.2945487483530962,-1.0,-0.346798310584986,-0.23214285714285715
2,1.5099666507020375,2.251396314664122,1.5651925323787506,-0.5,-0.41913719791281706,-0.2142857142857143
2,2.0948568605378926,2.1703978818907586,1.2209891557717643,0.0,-0.3009535418302744,-0.035714285714285754
3,0.9464381339503039,0.6116739245575722,0.641975308641975,1.0,0.29447245432926006,-0.8888888888888888
3,0.9696322100118797,0.6087731385950903,1.0342935528120711,0.25,-0.32211689134112365,-0.38888888888888884
3,0.9310570131408875,0.8596143157763985,0.4702842377260983,0.0,-0.2535959674680315,-0.7777777777777777
3,0.9144073152008381,1.0791283298123004,1.4642313546423136,0.75,-0.5578525250623758,-0.7777777777777777
4,0.8691907989185008,1.5783748836883085,1.192840095465394,0.0,2.6258199264782918,0.3269230769230769
4,0.8636780870864502,1.7706136479673344,1.8876316158921804,0.4999999999999999,1.1567290885435115,0.38461538461538464
4,0.8288472723865485,1.4708618730412821,2.2459096529315348,0.33333333333333337,0.02614555654356382,0.38461538461538464
4,0.6136738004061151,0.7439434688602047,1.4360171276147689,0.0,2.0536720107776434,0.3269230769230769
6,-0.1768125544359762,0.38125820283440115,1.248587570621468,0.6666666666666665,0.23987324264559617,0.0625
8,0.7430544248769166,0.8675432521762519,1.3345588235294121,0.8,0.22538317714087,1.5999999999999999
8,1.1672292995631146,0.8503485896587665,1.327731092436975,0.8,1.5785443667081862,3.4000000000000004
8,1.9294282152395592,1.5555743689888182,1.461460446247465,1.2,0.5204549308302024,2.5999999999999996
9,1.8221308834779384,1.624795009177132,2.0,2.0,0.2784489391345871,0.8461538461538461
9,1.7951908690842275,1.261311856660799,1.823232323232323,2.0,0.2359474554579961,1.1538461538461537
9,1.3796740114002004,0.4361716244405598,0.7745098039215685,1.0,0.7617147031443845,0.6923076923076924
9,1.4636637128555359,1.1473365935579156,1.018987341772152,1.0,0.8709606528046088,-0.3076923076923077
