Subject,bpm,rmssd,pnn50,hr_mad,lf/hf,scr_peak_count
2,2.7840473689065037,3.249822360118544,2.449421972496734,-3.3166247903554,-2.1623804939146223,-1.5722782271371092
2,2.962760516893921,4.813667457532438,3.117347847835166,-2.1105794120443453,-2.333985171890922,-1.5339299776947408
2,4.52685226437141,4.612769651092151,2.2678831448406473,-0.9045340337332909,-2.0536260318312194,-1.1504474832710556
3,1.4770892701360077,0.46873775105253224,0.2729464913558432,1.7320508075688774,-0.8907479770211136,-4.031510631931435
3,1.5368481400995588,0.46190204855739025,1.2642188282164288,0.0,-2.4120663122803623,-2.7000025333118782
3,1.4374602546967479,1.0530093149740722,-0.16086613809477246,-0.5773502691896258,-2.2430038097103555,-3.735619943349311
3,1.3945627867618156,1.570294117393602,2.3505446768307694,1.1547005383792517,-2.9936996868632173,-3.735619943349311
4,1.224927810030723,2.848825980617903,2.1264511508314223,-0.9622504486493763,5.8288759467414515,-0.31948922553234865
4,1.2110729613405062,3.3854329375261245,3.9236175809877443,0.19245008972987526,2.1041761090512265,-0.19968076595771792
4,1.123534254053379,2.5487188212335226,4.850349185935822,-0.19245008972987526,-0.7622799257949963,-0.19968076595771792
4,0.5827485233164202,0.5196302851564796,2.755459401386134,-0.9622504486493763,4.378265001715864,-0.31948922553234865
6,-1.750868022675516,0.08025307311326875,1.497957744043186,0.5345224838248489,-0.6001337630718945,-0.6537488276069597
8,0.7080357880966618,1.0877410085924255,2.4025762198508276,1.099524999206747,-0.5102903515327467,2.7339671305973012
8,1.8700256110033113,1.0417813057179217,2.383543148831156,1.099524999206747,3.070390953884635,7.4207679259069605
8,3.9580026127098056,2.9267829592536914,2.7563288156992107,2.0768805540571886,0.270516783890608,5.337745350213779
9,3.7178244962246936,2.192944494562904,4.050272142177058,2.886751345948129,0.01813737149048365,0.4975185951049946
9,3.646918804781614,1.3157896743223698,3.588796619182805,2.886751345948129,-0.08267214505388729,1.2935483472729858
9,2.553285012692011,-0.6754325516757228,0.8509670457883283,0.5773502691896258,1.164398250357321,0.09950371902099892
9,2.7743445774255338,1.0407454233666527,1.4892081637514474,0.5773502691896258,1.4235193543046554,-2.487592975524973
